Date,Start Time,End Time,Code,Subject_en,Subject_th,Credits,Note,Section,Section_Type_en,Section_Type_th,Building,Room,Instructor_th,Instructor_en,Proctor
2026-03-18,9:00,12:00,01202341,Chemical Reaction Engineering,วิศวกรรมปฏิกิริยาเคมี,3,"CB CN
อนุญาต เครื่องคิดเลข P ไม่ต้อง Reset เครื่อง
อนุญาต เครื่องคิดเลข NP ไม่ต้อง Reset เครื่อง",2,Lecture,บรรยาย,อาคาร 11,N802,ธิดารัตน์ อิ่มเย็น(ผู้กรอกเกรด),Thidarat Imyen(Master),"นางสาวสุธาสินี วัตต์มณี
นายสุพัตรา ทองสุข"
2026-03-18,9:00,12:00,01202341,Chemical Reaction Engineering,วิศวกรรมปฏิกิริยาเคมี,3,"CB CN
อนุญาต เครื่องคิดเลข P ไม่ต้อง Reset เครื่อง
อนุญาต เครื่องคิดเลข NP ไม่ต้อง Reset เครื่อง",250,Lecture,บรรยาย,อาคาร 11,N802,ธิดารัตน์ อิ่มเย็น(ผู้กรอกเกรด),Thidarat Imyen(Master),"นางสาวสุธาสินี วัตต์มณี
นายสุพัตรา ทองสุข"
2026-03-18,9:00,12:00,01203211,Surveying,การสำรวจ,2,"CB CN
อนุญาต เครื่องคิดเลข P ต้อง Reset เครื่อง
อนุญาต เครื่องคิดเลข NP ไม่ต้อง Reset เครื่อง",1,Lecture,บรรยาย,อาคาร 11,N701,"พิพัฒน์ สอนวงษ์(ผู้กรอกเกรด) ,กิตติพศ ประภัศร","Piphat Sornwong(Master) ,Kittipos Prapassorn","นายพิพัฒน์ สอนวงษ์
นายเจนพล พลังธนสุกิจ"
2026-03-18,9:00,12:00,01203211,Surveying,การสำรวจ,2,"CB CN
อนุญาต เครื่องคิดเลข P ต้อง Reset เครื่อง
อนุญาต เครื่องคิดเลข NP ไม่ต้อง Reset เครื่อง",2,Lecture,บรรยาย,อาคาร 11,N701,อนุเผ่า อบแพทย์(ผู้กรอกเกรด),Anuphao Aobpaet(Master),"นายพิพัฒน์ สอนวงษ์
นายเจนพล พลังธนสุกิจ"
2026-03-18,9:00,12:00,01203223,Mechanics of Materials II,กลศาสตร์ของวัสดุ II,3,"CB CN
อนุญาต เครื่องคิดเลข P ต้อง Reset เครื่อง
อนุญาต เครื่องคิดเลข NP ไม่ต้อง Reset เครื่อง",1,Lecture,บรรยาย,อาคาร 11,N703,จักรพันธ์ เทือกต๊ะ(ผู้กรอกเกรด),Chakrapan Tuakta(Master),"นายจักรพันธ์ เทือกต๊ะ
นายอติชาติ แพรสี"
2026-03-18,9:00,12:00,01203223,Mechanics of Materials II,กลศาสตร์ของวัสดุ II,3,"CB CN
อนุญาต เครื่องคิดเลข P ต้อง Reset เครื่อง
อนุญาต เครื่องคิดเลข NP ไม่ต้อง Reset เครื่อง",2,Lecture,บรรยาย,อาคาร 11,N706,ปัญญาวุธ จิรดิลก(ผู้กรอกเกรด),Punyawut Jiradilok(Master),"นายปัญญาวุธ จิรดิลก
นายบดินทร์ กาญจนากร"
2026-03-18,9:00,12:00,01205201,Introduction to Electrical Engineering,วิศวกรรมไฟฟ้าเบื้องต้น,3,"CB CN
โน๊ตย่อ A4 ลายมือตนเอง จำนวน 1 แผ่น 2 หน้า
อนุญาต เครื่องคิดเลข เครื่องคิดเลขรุ่นคณะแจก NP ไม่ต้อง Reset เครื่อง",2,Lecture,บรรยาย,อาคาร 14,204,เนาวรัตน์ เทพหริรักษ์(ผู้กรอกเกรด),Naowarat Tephiruk(Master),"นายนิธิพัฒน์ ทีรฆวณิช
นายธีรชัย แสงกนึก"
2026-03-18,9:00,12:00,01205201,Introduction to Electrical Engineering,วิศวกรรมไฟฟ้าเบื้องต้น,3,"CB CN
โน๊ตย่อ A4 ลายมือตนเอง จำนวน 1 แผ่น 2 หน้า
อนุญาต เครื่องคิดเลข เครื่องคิดเลขรุ่นคณะแจก NP ไม่ต้อง Reset เครื่อง",2,Lecture,บรรยาย,อาคาร 14,205,เนาวรัตน์ เทพหริรักษ์(ผู้กรอกเกรด),Naowarat Tephiruk(Master),"นางสาวเนาวรัตน์ เทพหริรักษ์
นางชีวารัตน์ บุณยสงวน"
2026-03-18,9:00,12:00,01205201,Introduction to Electrical Engineering,วิศวกรรมไฟฟ้าเบื้องต้น,3,"CB CN
โน๊ตย่อ A4 ลายมือตนเอง จำนวน 1 แผ่น 2 หน้า
อนุญาต เครื่องคิดเลข เครื่องคิดเลขรุ่นคณะแจก NP ไม่ต้อง Reset เครื่อง",251,Lecture,บรรยาย,อาคาร 14,205,เนาวรัตน์ เทพหริรักษ์(ผู้กรอกเกรด),Naowarat Tephiruk(Master),"นางสาวเนาวรัตน์ เทพหริรักษ์
นางชีวารัตน์ บุณยสงวน"
2026-03-18,9:00,12:00,01205201,Introduction to Electrical Engineering,วิศวกรรมไฟฟ้าเบื้องต้น,3,"CB CN
โน๊ตย่อ A4 ลายมือตนเอง จำนวน 1 แผ่น 2 หน้า
อนุญาต เครื่องคิดเลข เครื่องคิดเลขรุ่นคณะแจก NP ไม่ต้อง Reset เครื่อง",3,Lecture,บรรยาย,อาคาร 14,410,นพดา ธีรอัจฉริยกุล(ผู้กรอกเกรด),Noppada Teera-achariyakul(Master),"นางสาวนพดา ธีรอัจฉริยกุล
นายกฤษดา ทองทา
นายนิทัศน์ แก้วทิม"
2026-03-18,9:00,12:00,01205201,Introduction to Electrical Engineering,วิศวกรรมไฟฟ้าเบื้องต้น,3,"CB CN
โน๊ตย่อ A4 ลายมือตนเอง จำนวน 1 แผ่น 2 หน้า
อนุญาต เครื่องคิดเลข เครื่องคิดเลขรุ่นคณะแจก NP ไม่ต้อง Reset เครื่อง",252,Lecture,บรรยาย,อาคาร 14,410,นพดา ธีรอัจฉริยกุล(ผู้กรอกเกรด),Noppada Teera-achariyakul(Master),"นางสาวนพดา ธีรอัจฉริยกุล
นายกฤษดา ทองทา
นายนิทัศน์ แก้วทิม"
2026-03-18,9:00,12:00,01205201,Introduction to Electrical Engineering,วิศวกรรมไฟฟ้าเบื้องต้น,3,"CB CN
โน๊ตย่อ A4 ลายมือตนเอง จำนวน 1 แผ่น 2 หน้า
อนุญาต เครื่องคิดเลข เครื่องคิดเลขรุ่นคณะแจก NP ไม่ต้อง Reset เครื่อง",1,Lecture,บรรยาย,อาคาร 14,803,ณัฐวุฒิ ชินธเนศ(ผู้กรอกเกรด),Natthawut Chinthaned(Master),"นายณัฐวุฒิ ชินธเนศ
นางสาวนริศรา สังฆะขี
นางสาวนุสรา เชื้อชาติ"
2026-03-18,9:00,12:00,01205201,Introduction to Electrical Engineering,วิศวกรรมไฟฟ้าเบื้องต้น,3,"CB CN
โน๊ตย่อ A4 ลายมือตนเอง จำนวน 1 แผ่น 2 หน้า
อนุญาต เครื่องคิดเลข เครื่องคิดเลขรุ่นคณะแจก NP ไม่ต้อง Reset เครื่อง",250,Lecture,บรรยาย,อาคาร 14,803,ณัฐวุฒิ ชินธเนศ(ผู้กรอกเกรด),Natthawut Chinthaned(Master),"นายณัฐวุฒิ ชินธเนศ
นางสาวนริศรา สังฆะขี
นางสาวนุสรา เชื้อชาติ"
2026-03-18,9:00,12:00,01210213,Unit Operations and Processes for Environmental Engineering I,ปฏิบัติการเฉพาะหน่วยและกระบวนการสำหรับวิศวกรรมสิ่งแวดล้อม I,3,"CB ON
โน๊ตย่อ A4 ลายมือตนเอง จำนวน 1 แผ่น 2 หน้า
อนุญาต เครื่องคิดเลข P ต้อง Reset เครื่อง",1,Lecture,บรรยาย,อาคาร 11,N702,"สุชีลา พลเรือง(ผู้กรอกเกรด) ,วรินทร์พร อโศกบุญรัตน์","Sucheela Polruang(Master) ,Varinporn Asokbunyarat","นางสาวสุชีลา พลเรือง
นางสาวสุภาภรณ์ กิ้วสระทรัพย์"
2026-03-18,9:00,12:00,01219362,Machine Learning,การเรียนรู้ของเครื่องจักร,3,"CB CN
ไม่อนุญาต เครื่องคิดเลข",1,Lecture,บรรยาย,อาคาร 15,E607,พันธุ์ปิติ เปี่ยมสง่า(ผู้กรอกเกรด),Punpiti Piamsa-Nga(Master),นายพันธุ์ปิติ เปี่ยมสง่า
2026-03-18,13:00,16:00,01203331,Reinforced Concrete Design,การออกแบบคอนกรีตเสริมเหล็ก,3,"OB ON
อนุญาต เครื่องคิดเลข P ไม่ต้อง Reset เครื่อง
อนุญาต เครื่องคิดเลข NP ไม่ต้อง Reset เครื่อง",1,Lecture,บรรยาย,อาคาร 11,N703,"ทรงพล จารุวิศิษฏ์(ผู้กรอกเกรด) ,อมร พิมานมาศ","Songpol Charuvisit(Master) ,Amorn Pimanmas","นายทรงพล จารุวิศิษฏ์
นายณรงค์ศักดิ์ ดิกขุนทด"
2026-03-18,13:00,16:00,01203331,Reinforced Concrete Design,การออกแบบคอนกรีตเสริมเหล็ก,3,"OB ON
อนุญาต เครื่องคิดเลข P ไม่ต้อง Reset เครื่อง
อนุญาต เครื่องคิดเลข NP ไม่ต้อง Reset เครื่อง",2,Lecture,บรรยาย,อาคาร 11,N706,"ทรงพล จารุวิศิษฏ์(ผู้กรอกเกรด) ,อมร พิมานมาศ","Songpol Charuvisit(Master) ,Amorn Pimanmas","นายอมร พิมานมาศ
นางสาวเขมจิรา ปฐมโอฬาร"
2026-03-18,13:00,16:00,01205251,Electromechanical Energy Conversion I,การแปลงผันพลังงานกลไฟฟ้า I,3,"CB CN
อนุญาต เครื่องคิดเลข P ไม่ต้อง Reset เครื่อง
อนุญาต เครื่องคิดเลข NP ไม่ต้อง Reset เครื่อง",1,Lecture,บรรยาย,อาคาร 14,204,ดุลย์พิเชษฐ์ ฤกษ์ปรีดาพงศ์(ผู้กรอกเกรด),Dulpichet Rerkpreedapong(Master),"นายดุลย์พิเชษฐ์ ฤกษ์ปรีดาพงศ์
นายอนุพงศ์ พงษ์สุวรรณ"
2026-03-18,13:00,16:00,01205251,Electromechanical Energy Conversion I,การแปลงผันพลังงานกลไฟฟ้า I,3,"CB CN
อนุญาต เครื่องคิดเลข P ไม่ต้อง Reset เครื่อง
อนุญาต เครื่องคิดเลข NP ไม่ต้อง Reset เครื่อง",1,Lecture,บรรยาย,อาคาร 14,205,ดุลย์พิเชษฐ์ ฤกษ์ปรีดาพงศ์(ผู้กรอกเกรด),Dulpichet Rerkpreedapong(Master),"นายณัฐวุฒิ ชินธเนศ
นายกฤษดา ทองทา"
2026-03-18,13:00,16:00,01205251,Electromechanical Energy Conversion I,การแปลงผันพลังงานกลไฟฟ้า I,3,"CB CN
อนุญาต เครื่องคิดเลข P ไม่ต้อง Reset เครื่อง
อนุญาต เครื่องคิดเลข NP ไม่ต้อง Reset เครื่อง",250,Lecture,บรรยาย,อาคาร 14,205,ดุลย์พิเชษฐ์ ฤกษ์ปรีดาพงศ์(ผู้กรอกเกรด),Dulpichet Rerkpreedapong(Master),"นายณัฐวุฒิ ชินธเนศ
นายกฤษดา ทองทา"
2026-03-18,13:00,16:00,01205251,Electromechanical Energy Conversion I,การแปลงผันพลังงานกลไฟฟ้า I,3,"CB CN
อนุญาต เครื่องคิดเลข P ไม่ต้อง Reset เครื่อง
อนุญาต เครื่องคิดเลข NP ไม่ต้อง Reset เครื่อง",2,Lecture,บรรยาย,อาคาร 14,410,สัญชัย เดชานุภาพฤทธา(ผู้กรอกเกรด),Sanchai Dechanupaprittha(Master),"นายสัญชัย เดชานุภาพฤทธา
นางสาวชุติมา โพธิ์ทอง
นางชีวารัตน์ บุณยสงวน"
2026-03-18,13:00,16:00,01205251,Electromechanical Energy Conversion I,การแปลงผันพลังงานกลไฟฟ้า I,3,"CB CN
อนุญาต เครื่องคิดเลข P ไม่ต้อง Reset เครื่อง
อนุญาต เครื่องคิดเลข NP ไม่ต้อง Reset เครื่อง",251,Lecture,บรรยาย,อาคาร 14,410,สัญชัย เดชานุภาพฤทธา(ผู้กรอกเกรด),Sanchai Dechanupaprittha(Master),"นายสัญชัย เดชานุภาพฤทธา
นางสาวชุติมา โพธิ์ทอง
นางชีวารัตน์ บุณยสงวน"
2026-03-18,13:00,16:00,01205354,Electrical System Design in Buildings,การออกแบบระบบไฟฟ้าในอาคาร,3,"CB CN
อนุญาต เครื่องคิดเลข เครื่องคิดเลขรุ่นคณะแจก NP ไม่ต้อง Reset เครื่อง
ตารางที่อาจารย์ผู้สอน จัดทำเพื่อให้นำเข้าห้องสอบได้",2,Lecture,บรรยาย,อาคาร 11,N701,เนาวรัตน์ เทพหริรักษ์(ผู้กรอกเกรด),Naowarat Tephiruk(Master),"นางสาวเนาวรัตน์ เทพหริรักษ์
นายนิทัศน์ แก้วทิม"
2026-03-18,13:00,16:00,01205354,Electrical System Design in Buildings,การออกแบบระบบไฟฟ้าในอาคาร,3,"CB CN
อนุญาต เครื่องคิดเลข เครื่องคิดเลขรุ่นคณะแจก NP ไม่ต้อง Reset เครื่อง
ตารางที่อาจารย์ผู้สอน จัดทำเพื่อให้นำเข้าห้องสอบได้",251,Lecture,บรรยาย,อาคาร 11,N701,เนาวรัตน์ เทพหริรักษ์(ผู้กรอกเกรด),Naowarat Tephiruk(Master),"นางสาวเนาวรัตน์ เทพหริรักษ์
นายนิทัศน์ แก้วทิม"
2026-03-18,13:00,16:00,01205354,Electrical System Design in Buildings,การออกแบบระบบไฟฟ้าในอาคาร,3,"CB CN
อนุญาต เครื่องคิดเลข เครื่องคิดเลขรุ่นคณะแจก NP ไม่ต้อง Reset เครื่อง
ตารางที่อาจารย์ผู้สอน จัดทำเพื่อให้นำเข้าห้องสอบได้",250,Lecture,บรรยาย,อาคาร 11,N702,ปานจิต ดำรงกุลกำจร(ผู้กรอกเกรด),Parnjit Damrongkulkamjorn(Master),"นายนิธิพัฒน์ ทีรฆวณิช
นางสาวนุสรา เชื้อชาติ"
2026-03-18,13:00,16:00,01205354,Electrical System Design in Buildings,การออกแบบระบบไฟฟ้าในอาคาร,3,"CB CN
อนุญาต เครื่องคิดเลข เครื่องคิดเลขรุ่นคณะแจก NP ไม่ต้อง Reset เครื่อง
ตารางที่อาจารย์ผู้สอน จัดทำเพื่อให้นำเข้าห้องสอบได้",251,Lecture,บรรยาย,อาคาร 11,N702,เนาวรัตน์ เทพหริรักษ์(ผู้กรอกเกรด),Naowarat Tephiruk(Master),"นายนิธิพัฒน์ ทีรฆวณิช
นางสาวนุสรา เชื้อชาติ"
2026-03-18,13:00,16:00,01205354,Electrical System Design in Buildings,การออกแบบระบบไฟฟ้าในอาคาร,3,"CB CN
อนุญาต เครื่องคิดเลข เครื่องคิดเลขรุ่นคณะแจก NP ไม่ต้อง Reset เครื่อง
ตารางที่อาจารย์ผู้สอน จัดทำเพื่อให้นำเข้าห้องสอบได้",1,Lecture,บรรยาย,อาคาร 11,N707,ปานจิต ดำรงกุลกำจร(ผู้กรอกเกรด),Parnjit Damrongkulkamjorn(Master),"นางสาวปานจิต ดำรงกุลกำจร
นายธีรชัย แสงกนึก"
2026-03-18,13:00,16:00,01206462,Logistics System Design and Management,การออกแบบและจัดการระบบลอจิสติกส์,3,"อนุญาตให้นำเอกสารประกอบการเรียนเข้าห้องสอบได้เท่านั้น
อนุญาตให้ใช้ NoteBook ได้
อนุญาต เครื่องคิดเลข คณะแจก NP ไม่ต้อง Reset เครื่อง
จัดสอบห้อง 7402 ทั้ง 2 หมู่",1,Lecture,บรรยาย,อาคาร 7,7402,วรวุฒิ หวังวัชรกุล(ผู้กรอกเกรด),Worawut Wangwatcharakul(Master),"นายวรวุฒิ หวังวัชรกุล
นางนงนุช สุโภชน์"
2026-03-18,13:00,16:00,01206462,Logistics System Design and Management,การออกแบบและจัดการระบบลอจิสติกส์,3,"อนุญาตให้นำเอกสารประกอบการเรียนเข้าห้องสอบได้เท่านั้น
อนุญาตให้ใช้ NoteBook ได้
อนุญาต เครื่องคิดเลข คณะแจก NP ไม่ต้อง Reset เครื่อง
จัดสอบห้อง 7402 ทั้ง 2 หมู่",250,Lecture,บรรยาย,อาคาร 7,7402,วรวุฒิ หวังวัชรกุล(ผู้กรอกเกรด),Worawut Wangwatcharakul(Master),"นายวรวุฒิ หวังวัชรกุล
นางนงนุช สุโภชน์"
2026-03-18,13:00,16:00,01208331,Automotive Technology,เทคโนโลยียานยนต์,3,"CB
อนุญาต เครื่องคิดเลข Casio FX-991CW P ไม่ต้อง Reset เครื่อง",2,Lecture,บรรยาย,อาคาร 11,S701,"พิพล บุญจันต๊ะ(ผู้กรอกเกรด) ,เจตวีย์ ภัครัชพันธุ์","Pipon Boonchanta(Master) ,Jay-Tawee Pukrushpan","นายพิพล บุญจันต๊ะ
นางสาวพัชร์นันธ์ รุ่งเรืองรองเดช"
2026-03-18,13:00,16:00,01208331,Automotive Technology,เทคโนโลยียานยนต์,3,"CB
อนุญาต เครื่องคิดเลข Casio FX-991CW P ไม่ต้อง Reset เครื่อง",251,Lecture,บรรยาย,อาคาร 11,S701,"พิพล บุญจันต๊ะ(ผู้กรอกเกรด) ,เจตวีย์ ภัครัชพันธุ์","Pipon Boonchanta(Master) ,Jay-Tawee Pukrushpan","นายพิพล บุญจันต๊ะ
นางสาวพัชร์นันธ์ รุ่งเรืองรองเดช"
2026-03-18,13:00,16:00,01208331,Automotive Technology,เทคโนโลยียานยนต์,3,"CB
อนุญาต เครื่องคิดเลข Casio FX-991CW P ไม่ต้อง Reset เครื่อง",250,Lecture,บรรยาย,อาคาร 11,S706,เจตวีย์ ภัครัชพันธุ์(ผู้กรอกเกรด),Jay-Tawee Pukrushpan(Master),"นางสุภาพร สถิตย์
นางสุภาวดี เกษมพุก"
2026-03-18,13:00,16:00,01208331,Automotive Technology,เทคโนโลยียานยนต์,3,"CB
อนุญาต เครื่องคิดเลข Casio FX-991CW P ไม่ต้อง Reset เครื่อง",251,Lecture,บรรยาย,อาคาร 11,S706,"พิพล บุญจันต๊ะ(ผู้กรอกเกรด) ,เจตวีย์ ภัครัชพันธุ์","Pipon Boonchanta(Master) ,Jay-Tawee Pukrushpan","นางสุภาพร สถิตย์
นางสุภาวดี เกษมพุก"
2026-03-18,13:00,16:00,01208331,Automotive Technology,เทคโนโลยียานยนต์,3,"CB
อนุญาต เครื่องคิดเลข Casio FX-991CW P ไม่ต้อง Reset เครื่อง",1,Lecture,บรรยาย,อาคาร 11,N708,เจตวีย์ ภัครัชพันธุ์(ผู้กรอกเกรด),Jay-Tawee Pukrushpan(Master),"นายเจตวีย์ ภัครัชพันธุ์
นางสาวหนึ่งฤทัย ใยบัว"
2026-03-18,13:00,16:00,01211315,Manufacturing Facility Design,การออกแบบสิ่งอำนวยความสะดวกในระบบการผลิต,3,"CB CN
ไม่อนุญาต เครื่องคิดเลข",250,Lecture,บรรยาย,อาคาร 11,N806,วรพงษ์ สว่างศรี(ผู้กรอกเกรด),Worapong Sawangsri(Master),"นายภูมเรศ แสงราม
นางสาวศิริรัตน์ เผือกพันธ์"
2026-03-18,13:00,16:00,01211315,Manufacturing Facility Design,การออกแบบสิ่งอำนวยความสะดวกในระบบการผลิต,3,"CB CN
ไม่อนุญาต เครื่องคิดเลข",1,Lecture,บรรยาย,อาคาร 11,N807,วรพงษ์ สว่างศรี(ผู้กรอกเกรด),Worapong Sawangsri(Master),"นายวรพงษ์ สว่างศรี
นางสาวจุฑารัตน์ สว่างศรี"
2026-03-18,13:00,16:00,01215381,Space Flight,การบินในอวกาศ,3,"ON
โน๊ตย่อ A4 ลายมือตนเอง จำนวน 1 แผ่น 2 หน้า
อนุญาต เครื่องคิดเลข P ไม่ต้อง Reset เครื่อง
อนุญาต เครื่องคิดเลข NP ไม่ต้อง Reset เครื่อง",1,Lecture,บรรยาย,อาคาร 11,N801,ศุภัชชา ชัยเมธานันท์(ผู้กรอกเกรด),Supatcha Chaimatanan(Master),"นางสาวศุภัชชา ชัยเมธานันท์
นางสาวพรรณทิพย์ ชั่งทอง"
2026-03-19,9:00,12:00,01202312,Unit Operations III,การปฏิบัติการเฉพาะหน่วย III,3,"CB CN
อนุญาต เครื่องคิดเลข NP ไม่ต้อง Reset เครื่อง",1,Lecture,บรรยาย,อาคาร 11,N707,ธงไทย วิฑูรย์(ผู้กรอกเกรด),Thongthai Witoon(Master),"นายพฤกษ์ ตั้งพร้อมพันธ์
นายโกสุม ขุมเพ็ชร์"
2026-03-19,9:00,12:00,01202312,Unit Operations III,การปฏิบัติการเฉพาะหน่วย III,3,"CB CN
อนุญาต เครื่องคิดเลข NP ไม่ต้อง Reset เครื่อง",250,Lecture,บรรยาย,อาคาร 11,N707,ธงไทย วิฑูรย์(ผู้กรอกเกรด),Thongthai Witoon(Master),"นายพฤกษ์ ตั้งพร้อมพันธ์
นายโกสุม ขุมเพ็ชร์"
2026-03-19,9:00,12:00,01202312,Unit Operations III,การปฏิบัติการเฉพาะหน่วย III,3,"CB CN
อนุญาต เครื่องคิดเลข NP ไม่ต้อง Reset เครื่อง",1,Lecture,บรรยาย,อาคาร 11,N708,ธงไทย วิฑูรย์(ผู้กรอกเกรด),Thongthai Witoon(Master),"นายธงไทย วิฑูรย์
นางสาวชญานันท์ กาลปลูก"
2026-03-19,9:00,12:00,01203222,Structural Analysis I,การวิเคราะห์โครงสร้าง I,3,"CB CN
อนุญาต เครื่องคิดเลข P ต้อง Reset เครื่อง
อนุญาต เครื่องคิดเลข NP ไม่ต้อง Reset เครื่อง",1,Lecture,บรรยาย,อาคาร 14,410,กิจพัฒน์ ภู่วรวรรณ(ผู้กรอกเกรด),Kitjapat Phuvoravan(Master),"นายกิจพัฒน์ ภู่วรวรรณ
นางสาวพลอยเครือ แจ่มวิถีเลิศ
นางสิรินัดดา จันทร์ศักดิ์"
2026-03-19,9:00,12:00,01206342,Production Planning and Control,การวางแผนและการควบคุมการผลิต,3,"CB CN
โน๊ตย่อ A4 ลายมือตนเอง จำนวน 1 แผ่น 2 หน้า
อนุญาต เครื่องคิดเลข คณะแจก NP ไม่ต้อง Reset เครื่อง",2,Lecture,บรรยาย,อาคาร 14,205,"คธายุทธ ก๋ามะโน(ผู้กรอกเกรด) ,วิสุทธิ์ สุพิทักษ์","Katayut Kamano(Master) ,Wisut Supithak","นายคธายุทธ ก๋ามะโน
นางสาวพวงผกา ภูครองทุ่ง"
2026-03-19,9:00,12:00,01206342,Production Planning and Control,การวางแผนและการควบคุมการผลิต,3,"CB CN
โน๊ตย่อ A4 ลายมือตนเอง จำนวน 1 แผ่น 2 หน้า
อนุญาต เครื่องคิดเลข คณะแจก NP ไม่ต้อง Reset เครื่อง",1,Lecture,บรรยาย,อาคาร 14,803,"วิสุทธิ์ สุพิทักษ์(ผู้กรอกเกรด) ,คธายุทธ ก๋ามะโน","Wisut Supithak(Master) ,Katayut Kamano","นายวิสุทธิ์ สุพิทักษ์
นางสาววรลักษณ์ โสมะภีร์
นายธนภัทร ยุตติยงค์"
2026-03-19,9:00,12:00,01206342,Production Planning and Control,การวางแผนและการควบคุมการผลิต,3,"CB CN
โน๊ตย่อ A4 ลายมือตนเอง จำนวน 1 แผ่น 2 หน้า
อนุญาต เครื่องคิดเลข คณะแจก NP ไม่ต้อง Reset เครื่อง",250,Lecture,บรรยาย,อาคาร 14,803,"วิสุทธิ์ สุพิทักษ์(ผู้กรอกเกรด) ,คธายุทธ ก๋ามะโน","Wisut Supithak(Master) ,Katayut Kamano","นายวิสุทธิ์ สุพิทักษ์
นางสาววรลักษณ์ โสมะภีร์
นายธนภัทร ยุตติยงค์"
2026-03-19,9:00,12:00,01206342,Production Planning and Control,การวางแผนและการควบคุมการผลิต,3,"CB CN
โน๊ตย่อ A4 ลายมือตนเอง จำนวน 1 แผ่น 2 หน้า
อนุญาต เครื่องคิดเลข คณะแจก NP ไม่ต้อง Reset เครื่อง",251,Lecture,บรรยาย,อาคาร 14,803,"คธายุทธ ก๋ามะโน(ผู้กรอกเกรด) ,วิสุทธิ์ สุพิทักษ์","Katayut Kamano(Master) ,Wisut Supithak","นายวิสุทธิ์ สุพิทักษ์
นางสาววรลักษณ์ โสมะภีร์
นายธนภัทร ยุตติยงค์"
2026-03-19,9:00,12:00,01209211,Fluid Mechanics,กลศาสตร์ของของไหล,3,"CB CN
โน๊ตย่อ A4 ลายมือตนเอง จำนวน 1 แผ่น 2 หน้า
อนุญาต เครื่องคิดเลข ไม่จำกัด P ไม่ต้อง Reset เครื่อง",1,Lecture,บรรยาย,อาคาร 11,N702,นภาพร เปี่ยมสง่า(ผู้กรอกเกรด),Napaporn Piamsa-nga(Master),"นางนภาพร เปี่ยมสง่า
นางสาวจุฑามาศ ศรีวิเชียร"
2026-03-19,9:00,12:00,01209211,Fluid Mechanics,กลศาสตร์ของของไหล,3,"CB CN
โน๊ตย่อ A4 ลายมือตนเอง จำนวน 1 แผ่น 2 หน้า
อนุญาต เครื่องคิดเลข ไม่จำกัด P ไม่ต้อง Reset เครื่อง",1,Lecture,บรรยาย,อาคาร 11,N703,นภาพร เปี่ยมสง่า(ผู้กรอกเกรด),Napaporn Piamsa-nga(Master),"นายณัฐ มาแจ้ง
นางสาวเพ็ญจันทร์ ถาวรดำรงสกุล"
2026-03-19,9:00,12:00,01209211,Fluid Mechanics,กลศาสตร์ของของไหล,3,"CB CN
โน๊ตย่อ A4 ลายมือตนเอง จำนวน 1 แผ่น 2 หน้า
อนุญาต เครื่องคิดเลข ไม่จำกัด P ไม่ต้อง Reset เครื่อง",2,Lecture,บรรยาย,อาคาร 11,N703,"ณัฐ มาแจ้ง(ผู้กรอกเกรด) ,เดชพล จิตรวัฒน์กุลศิริ","Nat Marjang(Master) ,Detchphol Chitwatkulsiri","นายณัฐ มาแจ้ง
นางสาวเพ็ญจันทร์ ถาวรดำรงสกุล"
2026-03-19,9:00,12:00,01209211,Fluid Mechanics,กลศาสตร์ของของไหล,3,"CB CN
โน๊ตย่อ A4 ลายมือตนเอง จำนวน 1 แผ่น 2 หน้า
อนุญาต เครื่องคิดเลข ไม่จำกัด P ไม่ต้อง Reset เครื่อง",2,Lecture,บรรยาย,อาคาร 11,N706,"ณัฐ มาแจ้ง(ผู้กรอกเกรด) ,เดชพล จิตรวัฒน์กุลศิริ","Nat Marjang(Master) ,Detchphol Chitwatkulsiri","นายเดชพล จิตรวัฒน์กุลศิริ
นางสาวสุมาลี แสนวงค์"
2026-03-19,13:00,16:00,01203231,Concrete and Engineering Materials,คอนกรีตและวัสดุวิศวกรรม,2,"CB CN
อนุญาต เครื่องคิดเลข P ต้อง Reset เครื่อง
อนุญาต เครื่องคิดเลข NP ไม่ต้อง Reset เครื่อง",1,Lecture,บรรยาย,อาคาร 14,205,ปัญญาวุธ จิรดิลก(ผู้กรอกเกรด),Punyawut Jiradilok(Master),"นายปัญญาวุธ จิรดิลก
นายอติชาติ แพรสี"
2026-03-19,13:00,16:00,01203231,Concrete and Engineering Materials,คอนกรีตและวัสดุวิศวกรรม,2,"CB CN
อนุญาต เครื่องคิดเลข P ต้อง Reset เครื่อง
อนุญาต เครื่องคิดเลข NP ไม่ต้อง Reset เครื่อง",2,Lecture,บรรยาย,อาคาร 14,410,จักรพันธ์ เทือกต๊ะ(ผู้กรอกเกรด),Chakrapan Tuakta(Master),"นายจักรพันธ์ เทือกต๊ะ
นายบดินทร์ กาญจนากร"
2026-03-19,13:00,16:00,01203354,Foundation Design,การออกแบบฐานราก,3,"CB CN
อนุญาต เครื่องคิดเลข P ต้อง Reset เครื่อง",2,Lecture,บรรยาย,อาคาร 11,N703,"บารเมศ วรรธนะภูติ(ผู้กรอกเกรด) ,ทวีศักดิ์ ปิติคุณพงศ์สุข","Barames Vardhanabhuti(Master) ,Thaweesak Pitikhunpongsuk","นายบารเมศ วรรธนะภูติ
นายเอกราช พุฒิดำรง"
