Date,Start Time,End Time,Code,Subject_en,Subject_th,Credits,Note,Section,Section_Type_en,Section_Type_th,Building,Room,Instructor_th,Instructor_en,Proctor
2026-03-23,9:00,12:00,01208311,Machine Design,การออกแบบเครื่องจักรกล,3,"CN OB
อนุญาต เครื่องคิดเลข Casio FX-991CW P ไม่ต้อง Reset เครื่อง",2,Lecture,บรรยาย,อาคาร 11,N707,ธำรงค์ พุทธาพิทักษ์ผล(ผู้กรอกเกรด),Tumrong Puttapitukporn(Master),"นายธำรงค์ พุทธาพิทักษ์ผล
นางสาวรุ่งรัตน์ กลิ่นสงวน"
2026-03-23,9:00,12:00,01208311,Machine Design,การออกแบบเครื่องจักรกล,3,"CN OB
อนุญาต เครื่องคิดเลข Casio FX-991CW P ไม่ต้อง Reset เครื่อง",251,Lecture,บรรยาย,อาคาร 11,N707,ธำรงค์ พุทธาพิทักษ์ผล(ผู้กรอกเกรด),Tumrong Puttapitukporn(Master),"นายธำรงค์ พุทธาพิทักษ์ผล
นางสาวรุ่งรัตน์ กลิ่นสงวน"
2026-03-23,9:00,12:00,01210412,Wastewater Engineering Design,การออกแบบทางวิศวกรรมน้ำเสีย,2,"OB ON
อนุญาต เครื่องคิดเลข P ต้อง Reset เครื่อง
อนุญาต เครื่องคิดเลข NP ต้อง Reset เครื่อง",1,Lecture,บรรยาย,อาคาร 11,N701,วิลาสินี อยู่ชัชวาล(ผู้กรอกเกรด),Wilasinee Yoochatchaval(Master),"นางสาวจารวี แก้วใหญ่
นางสาวศิวพร ชัยสิทธิ์"
2026-03-23,9:00,12:00,01211233,Computer-aided Manufacturing and CNC Machine Technology,คอมพิวเตอร์ช่วยในการผลิตและเทคโนโลยีเครื่องจักรกลซีเอ็นซี,2,"CB CN
ไม่อนุญาต เครื่องคิดเลข",1,Lecture,บรรยาย,อาคาร 5,5312,วรพงษ์ สว่างศรี(ผู้กรอกเกรด),Worapong Sawangsri(Master),"นายวรพงษ์ สว่างศรี
นางสาวจุฑารัตน์ สว่างศรี"
2026-03-23,9:00,12:00,01211233,Computer-aided Manufacturing and CNC Machine Technology,คอมพิวเตอร์ช่วยในการผลิตและเทคโนโลยีเครื่องจักรกลซีเอ็นซี,1,"CB CN
ไม่อนุญาต เครื่องคิดเลข",250,Laboratory,ปฏิบัติ,อาคาร 5,5312,วรพงษ์ สว่างศรี(ผู้กรอกเกรด),Worapong Sawangsri(Master),"นายวรพงษ์ สว่างศรี
นางสาวจุฑารัตน์ สว่างศรี"
2026-03-23,9:00,12:00,01213218,Manufacturing Processes for Materials Engineers,หลักของเทคนิคการศึกษาลักษณะเฉพาะ,3,"OB ON
อนุญาต เครื่องคิดเลข คณะแจก P ไม่ต้อง Reset เครื่อง",1,Lecture,บรรยาย,อาคาร 14,803,กฤษฎา สุรวัฒนวิเศษ(ผู้กรอกเกรด),Krissada Surawathanawises(Master),"นางสาวนุชนภา ตั้งบริบูรณ์
นายสุทธิพงศ์ จันทร์ภักดี
นางสาวบุษยมาศ เดชบำรุง"
2026-03-23,9:00,12:00,01213218,Manufacturing Processes for Materials Engineers,หลักของเทคนิคการศึกษาลักษณะเฉพาะ,3,"OB ON
อนุญาต เครื่องคิดเลข คณะแจก P ไม่ต้อง Reset เครื่อง",250,Lecture,บรรยาย,อาคาร 14,803,กฤษฎา สุรวัฒนวิเศษ(ผู้กรอกเกรด),Krissada Surawathanawises(Master),"นางสาวนุชนภา ตั้งบริบูรณ์
นายสุทธิพงศ์ จันทร์ภักดี
นางสาวบุษยมาศ เดชบำรุง"
2026-03-23,9:00,12:00,01215452,Aircraft Mechanical Design,การออกแบบเชิงกลสำหรับอากาศยาน,3,"ON
อนุญาต เครื่องคิดเลข P ไม่ต้อง Reset เครื่อง
อนุญาต เครื่องคิดเลข NP ไม่ต้อง Reset เครื่อง",1,Lecture,บรรยาย,อาคาร 11,N706,พัชราภรณ์ บุณยวานิชกุล(ผู้กรอกเกรด),Phacharaporn Bunyawanichakul(Master),"นางสาวพัชราภรณ์ บุณยวานิชกุล
นายศักดิ์ดาเรศ พรหมยะกลาง"
2026-03-23,13:00,16:00,01203322,Civil Engineering Materials Testing Laboratory,ปฏิบัติการทดสอบวัสดุวิศวกรรมโยธา,1,"CB CN
อนุญาต เครื่องคิดเลข P ต้อง Reset เครื่อง",11,Laboratory,ปฏิบัติ,อาคาร 11,N709,"ปัญญาวุธ จิรดิลก(ผู้กรอกเกรด) ,รังสรรค์ วงศ์จีรภัทร","Punyawut Jiradilok(Master) ,Rangsan Wongjeeraphat","นายปัญญาวุธ จิรดิลก
นางสาคร ศรีกาฬสินธุ์"
2026-03-23,13:00,16:00,01203322,Civil Engineering Materials Testing Laboratory,ปฏิบัติการทดสอบวัสดุวิศวกรรมโยธา,1,"CB CN
อนุญาต เครื่องคิดเลข P ต้อง Reset เครื่อง",12,Laboratory,ปฏิบัติ,อาคาร 11,N706,"ปัญญาวุธ จิรดิลก(ผู้กรอกเกรด) ,รังสรรค์ วงศ์จีรภัทร","Punyawut Jiradilok(Master) ,Rangsan Wongjeeraphat","นายรังสรรค์ วงศ์จีรภัทร
นางสาวอัญชลี เยินยุบ"
2026-03-23,13:00,16:00,01205242,Electronic Circuits and Systems I,วงจรและระบบอิเล็กทรอนิกส์ I,3,"CB CN
อนุญาต เครื่องคิดเลข เครื่องคิดเลขรุ่นคณะแจก NP ไม่ต้อง Reset เครื่อง",3,Lecture,บรรยาย,อาคาร 14,204,ดุสิต ธนเพทาย(ผู้กรอกเกรด),Dusit Thanapatay(Master),"นายดุสิต ธนเพทาย
นายศิริวัฒน์ พูนวศิน"
2026-03-23,13:00,16:00,01205242,Electronic Circuits and Systems I,วงจรและระบบอิเล็กทรอนิกส์ I,3,"CB CN
อนุญาต เครื่องคิดเลข เครื่องคิดเลขรุ่นคณะแจก NP ไม่ต้อง Reset เครื่อง",3,Lecture,บรรยาย,อาคาร 14,205,ดุสิต ธนเพทาย(ผู้กรอกเกรด),Dusit Thanapatay(Master),"นางสาวนพดา ธีรอัจฉริยกุล
นายนิธิพัฒน์ ทีรฆวณิช"
2026-03-23,13:00,16:00,01205242,Electronic Circuits and Systems I,วงจรและระบบอิเล็กทรอนิกส์ I,3,"CB CN
อนุญาต เครื่องคิดเลข เครื่องคิดเลขรุ่นคณะแจก NP ไม่ต้อง Reset เครื่อง",2,Lecture,บรรยาย,อาคาร 14,410,วรดร วัฒนพานิช(ผู้กรอกเกรด),Woradorn Wattanapanitch(Master),"นางสาวกุลภวา จามรมาน
นายกฤษดา ทองทา
นางสาวชุติมา โพธิ์ทอง"
2026-03-23,13:00,16:00,01205242,Electronic Circuits and Systems I,วงจรและระบบอิเล็กทรอนิกส์ I,3,"CB CN
อนุญาต เครื่องคิดเลข เครื่องคิดเลขรุ่นคณะแจก NP ไม่ต้อง Reset เครื่อง",250,Lecture,บรรยาย,อาคาร 14,410,ชูเกียรติ การะเกตุ(ผู้กรอกเกรด),Chugiat Garagate(Master),"นางสาวกุลภวา จามรมาน
นายกฤษดา ทองทา
นางสาวชุติมา โพธิ์ทอง"
2026-03-23,13:00,16:00,01205242,Electronic Circuits and Systems I,วงจรและระบบอิเล็กทรอนิกส์ I,3,"CB CN
อนุญาต เครื่องคิดเลข เครื่องคิดเลขรุ่นคณะแจก NP ไม่ต้อง Reset เครื่อง",251,Lecture,บรรยาย,อาคาร 14,410,กุลภวา จามรมาน(ผู้กรอกเกรด),Goonpawa Jamornmarn(Master),"นางสาวกุลภวา จามรมาน
นายกฤษดา ทองทา
นางสาวชุติมา โพธิ์ทอง"
2026-03-23,13:00,16:00,01205242,Electronic Circuits and Systems I,วงจรและระบบอิเล็กทรอนิกส์ I,3,"CB CN
อนุญาต เครื่องคิดเลข เครื่องคิดเลขรุ่นคณะแจก NP ไม่ต้อง Reset เครื่อง",1,Lecture,บรรยาย,อาคาร 14,803,ชูเกียรติ การะเกตุ(ผู้กรอกเกรด),Chugiat Garagate(Master),"นายชูเกียรติ การะเกตุ
นางสาวนริศรา สังฆะขี
นางชีวารัตน์ บุณยสงวน"
2026-03-23,13:00,16:00,01205242,Electronic Circuits and Systems I,วงจรและระบบอิเล็กทรอนิกส์ I,3,"CB CN
อนุญาต เครื่องคิดเลข เครื่องคิดเลขรุ่นคณะแจก NP ไม่ต้อง Reset เครื่อง",250,Lecture,บรรยาย,อาคาร 14,803,ชูเกียรติ การะเกตุ(ผู้กรอกเกรด),Chugiat Garagate(Master),"นายชูเกียรติ การะเกตุ
นางสาวนริศรา สังฆะขี
นางชีวารัตน์ บุณยสงวน"
2026-03-23,13:00,16:00,01205326,Data Communications and Networks I,การสื่อสารข้อมูลและเครือข่าย I,3,"CB CN
โน๊ตย่อ A4 ลายมือตนเอง จำนวน 1 แผ่น 1 หน้า
อนุญาต เครื่องคิดเลข เครื่องคิดเลขรุ่นคณะแจก NP ไม่ต้อง Reset เครื่อง",1,Lecture,บรรยาย,อาคาร 11,S701,อุศนา ตัณฑุลเวศม์(ผู้กรอกเกรด),Usana Tuntoolavest(Master),"นางอุศนา ตัณฑุลเวศม์
นายนิทัศน์ แก้วทิม"
2026-03-23,13:00,16:00,01205326,Data Communications and Networks I,การสื่อสารข้อมูลและเครือข่าย I,3,"CB CN
โน๊ตย่อ A4 ลายมือตนเอง จำนวน 1 แผ่น 1 หน้า
อนุญาต เครื่องคิดเลข เครื่องคิดเลขรุ่นคณะแจก NP ไม่ต้อง Reset เครื่อง",250,Lecture,บรรยาย,อาคาร 11,S701,อุศนา ตัณฑุลเวศม์(ผู้กรอกเกรด),Usana Tuntoolavest(Master),"นางอุศนา ตัณฑุลเวศม์
นายนิทัศน์ แก้วทิม"
2026-03-23,13:00,16:00,01205326,Data Communications and Networks I,การสื่อสารข้อมูลและเครือข่าย I,3,"CB CN
โน๊ตย่อ A4 ลายมือตนเอง จำนวน 1 แผ่น 1 หน้า
อนุญาต เครื่องคิดเลข เครื่องคิดเลขรุ่นคณะแจก NP ไม่ต้อง Reset เครื่อง",250,Lecture,บรรยาย,อาคาร 11,S706,อุศนา ตัณฑุลเวศม์(ผู้กรอกเกรด),Usana Tuntoolavest(Master),"นายณัฐวุฒิ ชินธเนศ
นายธีรชัย แสงกนึก"
2026-03-23,13:00,16:00,01205326,Data Communications and Networks I,การสื่อสารข้อมูลและเครือข่าย I,3,"CB CN
โน๊ตย่อ A4 ลายมือตนเอง จำนวน 1 แผ่น 1 หน้า
อนุญาต เครื่องคิดเลข เครื่องคิดเลขรุ่นคณะแจก NP ไม่ต้อง Reset เครื่อง",251,Lecture,บรรยาย,อาคาร 11,S706,ณัฐสุภา แตงน้อย(ผู้กรอกเกรด),Natsupa Taengnoi(Master),"นายณัฐวุฒิ ชินธเนศ
นายธีรชัย แสงกนึก"
2026-03-23,13:00,16:00,01205326,Data Communications and Networks I,การสื่อสารข้อมูลและเครือข่าย I,3,"CB CN
โน๊ตย่อ A4 ลายมือตนเอง จำนวน 1 แผ่น 1 หน้า
อนุญาต เครื่องคิดเลข เครื่องคิดเลขรุ่นคณะแจก NP ไม่ต้อง Reset เครื่อง",2,Lecture,บรรยาย,อาคาร 11,N708,ณัฐสุภา แตงน้อย(ผู้กรอกเกรด),Natsupa Taengnoi(Master),"นางสาวณัฐสุภา แตงน้อย
นายอนุพงศ์ พงษ์สุวรรณ"
2026-03-23,13:00,16:00,01206221,Applied Probability and Statistics for Engineers,ความน่าจะเป็นและสถิติประยุกต์สำหรับวิศวกร,3,"CB CN
โน๊ตย่อ A4 จำนวน 1 แผ่น 2 หน้า
อนุญาต เครื่องคิดเลข คณะแจก NP ไม่ต้อง Reset เครื่อง",1,Lecture,บรรยาย,อาคาร 11,N701,"สุวิชภรณ์ วิชกูล(ผู้กรอกเกรด) ,แพรวพรรณ ประหยัดทรัพย์","Suwitchaporn Witchakul(Master) ,Praewpran Prayadsab","นางสาวสุวิชภรณ์ วิชกูล
นางสาววรลักษณ์ โสมะภีร์"
2026-03-23,13:00,16:00,01206221,Applied Probability and Statistics for Engineers,ความน่าจะเป็นและสถิติประยุกต์สำหรับวิศวกร,3,"CB CN
โน๊ตย่อ A4 จำนวน 1 แผ่น 2 หน้า
อนุญาต เครื่องคิดเลข คณะแจก NP ไม่ต้อง Reset เครื่อง",250,Lecture,บรรยาย,อาคาร 11,N702,"สุวิชภรณ์ วิชกูล(ผู้กรอกเกรด) ,แพรวพรรณ ประหยัดทรัพย์","Suwitchaporn Witchakul(Master) ,Praewpran Prayadsab","นางสาวแพรวพรรณ ประหยัดทรัพย์
นางสาวพวงผกา ภูครองทุ่ง"
2026-03-23,13:00,16:00,01206221,Applied Probability and Statistics for Engineers,ความน่าจะเป็นและสถิติประยุกต์สำหรับวิศวกร,3,"CB CN
โน๊ตย่อ A4 จำนวน 1 แผ่น 2 หน้า
อนุญาต เครื่องคิดเลข คณะแจก NP ไม่ต้อง Reset เครื่อง",2,Lecture,บรรยาย,อาคาร 11,N703,พัชรี โตแก้ว ทองรัตนะ(ผู้กรอกเกรด),Phatcharee Toghaw Thongrattana(Master),"นางพัชรี โตแก้ว ทองรัตนะ
นางนงนุช สุโภชน์"
2026-03-23,13:00,16:00,01206221,Applied Probability and Statistics for Engineers,ความน่าจะเป็นและสถิติประยุกต์สำหรับวิศวกร,3,"CB CN
โน๊ตย่อ A4 จำนวน 1 แผ่น 2 หน้า
อนุญาต เครื่องคิดเลข คณะแจก NP ไม่ต้อง Reset เครื่อง",250,Lecture,บรรยาย,อาคาร 11,N703,"สุวิชภรณ์ วิชกูล(ผู้กรอกเกรด) ,แพรวพรรณ ประหยัดทรัพย์","Suwitchaporn Witchakul(Master) ,Praewpran Prayadsab","นางพัชรี โตแก้ว ทองรัตนะ
นางนงนุช สุโภชน์"
2026-03-23,13:00,16:00,01206221,Applied Probability and Statistics for Engineers,ความน่าจะเป็นและสถิติประยุกต์สำหรับวิศวกร,3,"CB CN
โน๊ตย่อ A4 จำนวน 1 แผ่น 2 หน้า
อนุญาต เครื่องคิดเลข คณะแจก NP ไม่ต้อง Reset เครื่อง",2,Lecture,บรรยาย,อาคาร 11,N707,พัชรี โตแก้ว ทองรัตนะ(ผู้กรอกเกรด),Phatcharee Toghaw Thongrattana(Master),"นายกฤษ วงษ์เกษม
นางปนัดดา มาชัยภูมิ"
2026-03-23,13:00,16:00,01211322,Geometric Measurement and Instrumentations,การวัดรูปทรงเรขาคณิตและเครื่องมือวัด,2,"CB ON
โน๊ตย่อ A4 ลายมือตนเอง จำนวน 1 แผ่น 1 หน้า
อนุญาต เครื่องคิดเลข P ไม่ต้อง Reset เครื่อง
อนุญาต เครื่องคิดเลข NP ไม่ต้อง Reset เครื่อง
ขนาดกระดาษที่อนุญาต คือ ขนาด A4",1,Lecture,บรรยาย,อาคาร 5,5312,ชมาพร เจียรบุตร(ผู้กรอกเกรด),Chamaporn Chianbutra(Master),"นางชมาพร เจียรบุตร
นางสาวศิริรัตน์ เผือกพันธ์"
2026-03-23,13:00,16:00,01211322,Geometric Measurement and Instrumentations,การวัดรูปทรงเรขาคณิตและเครื่องมือวัด,1,"CB ON
โน๊ตย่อ A4 ลายมือตนเอง จำนวน 1 แผ่น 1 หน้า
อนุญาต เครื่องคิดเลข P ไม่ต้อง Reset เครื่อง
อนุญาต เครื่องคิดเลข NP ไม่ต้อง Reset เครื่อง
ขนาดกระดาษที่อนุญาต คือ ขนาด A4",250,Laboratory,ปฏิบัติ,อาคาร 5,5312,ชมาพร เจียรบุตร(ผู้กรอกเกรด),Chamaporn Chianbutra(Master),"นางชมาพร เจียรบุตร
นางสาวศิริรัตน์ เผือกพันธ์"
2026-03-23,13:00,16:00,01215473,Aircraft Maintenance Management,การจัดการการบำรุงรักษาอากาศยาน,3,"CB CN
อนุญาต เครื่องคิดเลข P ไม่ต้อง Reset เครื่อง
อนุญาต เครื่องคิดเลข NP ไม่ต้อง Reset เครื่อง",1,Lecture,บรรยาย,อาคาร 11,N801,มนต์ชัย สุระรัตน์ชัย(ผู้กรอกเกรด),Monchai Suraratchai(Master),"นายมนต์ชัย สุระรัตน์ชัย
นางสาวณัฐกาญจน์ บูรณาหาร"
2026-03-24,9:00,12:00,01203224,Applied Mathematics for Civil Engineering,คณิตศาสตร์ประยุกต์สำหรับวิศวกรรมโยธา,2,"CB CN
อนุญาต เครื่องคิดเลข P ต้อง Reset เครื่อง
อนุญาต เครื่องคิดเลข NP ไม่ต้อง Reset เครื่อง",1,Lecture,บรรยาย,อาคาร 14,205,"ปัญญาวุธ จิรดิลก(ผู้กรอกเกรด) ,อภินิติ โชติสังกาศ ,สุริยน เปรมปราโมทย์","Punyawut Jiradilok(Master) ,Apiniti Jotisankasa ,Suriyon Prempramote","นายอภินิติ โชติสังกาศ
นางสาวอัญชลี เยินยุบ"
2026-03-24,9:00,12:00,01203224,Applied Mathematics for Civil Engineering,คณิตศาสตร์ประยุกต์สำหรับวิศวกรรมโยธา,2,"CB CN
อนุญาต เครื่องคิดเลข P ต้อง Reset เครื่อง
อนุญาต เครื่องคิดเลข NP ไม่ต้อง Reset เครื่อง",1,Lecture,บรรยาย,อาคาร 14,410,"ปัญญาวุธ จิรดิลก(ผู้กรอกเกรด) ,อภินิติ โชติสังกาศ ,สุริยน เปรมปราโมทย์","Punyawut Jiradilok(Master) ,Apiniti Jotisankasa ,Suriyon Prempramote","นายปัญญาวุธ จิรดิลก
นางสาวอารียา สุดใจ"
2026-03-24,9:00,12:00,01203224,Applied Mathematics for Civil Engineering,คณิตศาสตร์ประยุกต์สำหรับวิศวกรรมโยธา,3,"CB CN
อนุญาต เครื่องคิดเลข P ต้อง Reset เครื่อง
อนุญาต เครื่องคิดเลข NP ไม่ต้อง Reset เครื่อง",2,Lecture,บรรยาย,อาคาร 14,410,"ปัญญาวุธ จิรดิลก(ผู้กรอกเกรด) ,อภินิติ โชติสังกาศ ,สุริยน เปรมปราโมทย์","Punyawut Jiradilok(Master) ,Apiniti Jotisankasa ,Suriyon Prempramote","นายปัญญาวุธ จิรดิลก
นางสาวอารียา สุดใจ"
2026-03-24,9:00,12:00,01203323,Structural Analysis II,การวิเคราะห์โครงสร้าง II,3,"CB CN
อนุญาต เครื่องคิดเลข P ต้อง Reset เครื่อง
อนุญาต เครื่องคิดเลข NP ไม่ต้อง Reset เครื่อง",1,Lecture,บรรยาย,อาคาร 11,N701,"ทรงพล จารุวิศิษฏ์(ผู้กรอกเกรด) ,ศุภศิษฏ์ ศรีวรานันท์","Songpol Charuvisit(Master) ,Supasit Srivaranun","นายศุภศิษฏ์ ศรีวรานันท์
นางสาวเขมจิรา ปฐมโอฬาร"
2026-03-24,9:00,12:00,01205484,Machine Learning for Image Applications,การเรียนรู้ของคอมพิวเตอร์สำหรับการประยุกต์ใช้งานด้านภาพ,3,"CB CN
ไม่อนุญาต เครื่องคิดเลข",250,Lecture,บรรยาย,อาคาร 14,910,สมหญิง ไทยนิมิต(ผู้กรอกเกรด),Somying Thainimit(Master),นางสาวสมหญิง ไทยนิมิต
2026-03-24,9:00,12:00,01206272,Industrial Safety,ความปลอดภัยในอุตสาหกรรม,3,"CB CN
โน๊ตย่อ A4 ลายมือตนเอง จำนวน 1 แผ่น 2 หน้า
อนุญาต เครื่องคิดเลข คณะแจก NP ไม่ต้อง Reset เครื่อง",250,Lecture,บรรยาย,อาคาร 14,204,ประพล จิวะพรทิพย์(ผู้กรอกเกรด),Prapol Chivapornthip(Master),"นายประพล จิวะพรทิพย์
นายธนภัทร ยุตติยงค์"
2026-03-24,9:00,12:00,01206272,Industrial Safety,ความปลอดภัยในอุตสาหกรรม,3,"CB CN
โน๊ตย่อ A4 ลายมือตนเอง จำนวน 1 แผ่น 2 หน้า
อนุญาต เครื่องคิดเลข คณะแจก NP ไม่ต้อง Reset เครื่อง",1,Lecture,บรรยาย,อาคาร 14,803,ประพล จิวะพรทิพย์(ผู้กรอกเกรด),Prapol Chivapornthip(Master),"นางสาวสุดารัตน์ วงศ์วีระเกียรติ
นางปนัดดา มาชัยภูมิ
นางสาวพวงผกา ภูครองทุ่ง"
2026-03-24,9:00,12:00,01206272,Industrial Safety,ความปลอดภัยในอุตสาหกรรม,3,"CB CN
โน๊ตย่อ A4 ลายมือตนเอง จำนวน 1 แผ่น 2 หน้า
อนุญาต เครื่องคิดเลข คณะแจก NP ไม่ต้อง Reset เครื่อง",250,Lecture,บรรยาย,อาคาร 14,803,ประพล จิวะพรทิพย์(ผู้กรอกเกรด),Prapol Chivapornthip(Master),"นางสาวสุดารัตน์ วงศ์วีระเกียรติ
นางปนัดดา มาชัยภูมิ
นางสาวพวงผกา ภูครองทุ่ง"
2026-03-24,9:00,12:00,01213217,Thermodynamics of Materials,อุณหพลศาสตร์ของวัสดุ,3,"CB CN
อนุญาต เครื่องคิดเลข คณะแจก P ไม่ต้อง Reset เครื่อง",1,Lecture,บรรยาย,อาคาร 11,N703,"นเร ผิวนิ่ม(ผู้กรอกเกรด) ,ปริญญา ฉกาจนโรดม ,สุรีรัตน์ ผลศิลป์","Naray Pewnim(Master) ,Parinya Chakartnarodom ,Sureerat Polsilapa","นางสุรีรัตน์ ผลศิลป
นายธเนศ ณ วิเชียร"
2026-03-24,9:00,12:00,01213217,Thermodynamics of Materials,อุณหพลศาสตร์ของวัสดุ,3,"CB CN
อนุญาต เครื่องคิดเลข คณะแจก P ไม่ต้อง Reset เครื่อง",2,Lecture,บรรยาย,อาคาร 11,N703,"นเร ผิวนิ่ม(ผู้กรอกเกรด) ,ปริญญา ฉกาจนโรดม ,สุรีรัตน์ ผลศิลป์","Naray Pewnim(Master) ,Parinya Chakartnarodom ,Sureerat Polsilapa","นางสุรีรัตน์ ผลศิลป
นายธเนศ ณ วิเชียร"
2026-03-24,9:00,12:00,01213217,Thermodynamics of Materials,อุณหพลศาสตร์ของวัสดุ,3,"CB CN
อนุญาต เครื่องคิดเลข คณะแจก P ไม่ต้อง Reset เครื่อง",250,Lecture,บรรยาย,อาคาร 11,N706,"นเร ผิวนิ่ม(ผู้กรอกเกรด) ,ปริญญา ฉกาจนโรดม ,สุรีรัตน์ ผลศิลป์","Naray Pewnim(Master) ,Parinya Chakartnarodom ,Sureerat Polsilapa","นายปริญญา ฉกาจนโรดม
นางสาวจุฬาภา สุทธิประภา"
2026-03-24,9:00,12:00,01215232,Aerothermodynamics of Aircraft Engines,อากาศอุณหพลศาสตรของเครื่่องยนต์อากาศยาน,3,"ON
โน๊ตย่อ A4 ลายมือตนเอง จำนวน 2 แผ่น 4 หน้า
อนุญาต เครื่องคิดเลข P ไม่ต้อง Reset เครื่อง
อนุญาต เครื่องคิดเลข NP ไม่ต้อง Reset เครื่อง",1,Lecture,บรรยาย,อาคาร 11,N702,ภาณุมาศ อรุณเดชาวัฒน์(ผู้กรอกเกรด),Panumas Arundachawat(Master),"นายภาณุมาศ อรุณเดชาวัฒน์
นางจินดา ทิวะพันธุ์"
2026-03-24,13:00,16:00,01202414,Chemical Engineering Equipment Design,การออกแบบอุปกรณ์ทางวิศวกรรมเคมี,3,"CB CN
อนุญาต เครื่องคิดเลข NP ไม่ต้อง Reset เครื่อง",1,Lecture,บรรยาย,อาคาร 11,N801,พรรณทิศา ลิ้มแหลมทอง(ผู้กรอกเกรด),Phantisa Limleamthong(Master),"นางสาวพรรณทิศา ลิ้มแหลมทอง
นางสาวสุพัตรา ศรีจิ๋ว"
2026-03-24,13:00,16:00,01202414,Chemical Engineering Equipment Design,การออกแบบอุปกรณ์ทางวิศวกรรมเคมี,3,"CB CN
อนุญาต เครื่องคิดเลข NP ไม่ต้อง Reset เครื่อง",1,Lecture,บรรยาย,อาคาร 11,N802,พรรณทิศา ลิ้มแหลมทอง(ผู้กรอกเกรด),Phantisa Limleamthong(Master),"นางเพ็ญจิตร ศรีนพคุณ
นางพัชรี เสริฐเจิม"
2026-03-24,13:00,16:00,01202414,Chemical Engineering Equipment Design,การออกแบบอุปกรณ์ทางวิศวกรรมเคมี,3,"CB CN
อนุญาต เครื่องคิดเลข NP ไม่ต้อง Reset เครื่อง",250,Lecture,บรรยาย,อาคาร 11,N802,พรรณทิศา ลิ้มแหลมทอง(ผู้กรอกเกรด),Phantisa Limleamthong(Master),"นางเพ็ญจิตร ศรีนพคุณ
นางพัชรี เสริฐเจิม"
2026-03-24,13:00,16:00,01204437,Computer System Security,ความปลอดภัยระบบคอมพิวเตอร์,3,"CB CN
ไม่อนุญาต เครื่องคิดเลข",1,Lecture,บรรยาย,อาคาร 19,308,ภารุจ รัตนวรพันธุ์(ผู้กรอกเกรด),Paruj Ratanaworabhan(Master),"นายภารุจ รัตนวรพันธุ์
นางสาวเบญจมาศ ท้วมบำรุง
นางสาวปิยนาถ เทียนเล็ก"
2026-03-24,13:00,16:00,01206323,Operations Research for Engineers II,การวิจัยการดำเนินงานสำหรับวิศวกร II,3,"CB CN
โน๊ตย่อ A4 ลายมือตนเอง จำนวน 1 แผ่น 2 หน้า
ไม่อนุญาต เครื่องคิดเลข",1,Lecture,บรรยาย,อาคาร 14,205,"รุ่งรัตน์ ภิสัชเพ็ญ(ผู้กรอกเกรด) ,จันทร์ศิริ สิงห์เถื่อน","Roongrat Pisuchpen(Master) ,Chansiri Singhtaun","นางสาวจันทร์ศิริ สิงห์เถื่อน
นางสาววรลักษณ์ โสมะภีร์"
2026-03-24,13:00,16:00,01206323,Operations Research for Engineers II,การวิจัยการดำเนินงานสำหรับวิศวกร II,3,"CB CN
โน๊ตย่อ A4 ลายมือตนเอง จำนวน 1 แผ่น 2 หน้า
ไม่อนุญาต เครื่องคิดเลข",250,Lecture,บรรยาย,อาคาร 14,205,"รุ่งรัตน์ ภิสัชเพ็ญ(ผู้กรอกเกรด) ,จันทร์ศิริ สิงห์เถื่อน","Roongrat Pisuchpen(Master) ,Chansiri Singhtaun","นางสาวจันทร์ศิริ สิงห์เถื่อน
นางสาววรลักษณ์ โสมะภีร์"
2026-03-24,13:00,16:00,01206323,Operations Research for Engineers II,การวิจัยการดำเนินงานสำหรับวิศวกร II,3,"CB CN
โน๊ตย่อ A4 ลายมือตนเอง จำนวน 1 แผ่น 2 หน้า
ไม่อนุญาต เครื่องคิดเลข",2,Lecture,บรรยาย,อาคาร 14,803,"จันทร์ศิริ สิงห์เถื่อน(ผู้กรอกเกรด) ,รุ่งรัตน์ ภิสัชเพ็ญ","Chansiri Singhtaun(Master) ,Roongrat Pisuchpen","นางรุ่งรัตน์ ภิสัชเพ็ญ
นางสาวกฤติยา พาอิ่ม
นางนงนุช สุโภชน์"
2026-03-24,13:00,16:00,01206323,Operations Research for Engineers II,การวิจัยการดำเนินงานสำหรับวิศวกร II,3,"CB CN
โน๊ตย่อ A4 ลายมือตนเอง จำนวน 1 แผ่น 2 หน้า
ไม่อนุญาต เครื่องคิดเลข",250,Lecture,บรรยาย,อาคาร 14,803,"รุ่งรัตน์ ภิสัชเพ็ญ(ผู้กรอกเกรด) ,จันทร์ศิริ สิงห์เถื่อน","Roongrat Pisuchpen(Master) ,Chansiri Singhtaun","นางรุ่งรัตน์ ภิสัชเพ็ญ
นางสาวกฤติยา พาอิ่ม
นางนงนุช สุโภชน์"
2026-03-24,13:00,16:00,01206323,Operations Research for Engineers II,การวิจัยการดำเนินงานสำหรับวิศวกร II,3,"CB CN
โน๊ตย่อ A4 ลายมือตนเอง จำนวน 1 แผ่น 2 หน้า
ไม่อนุญาต เครื่องคิดเลข",251,Lecture,บรรยาย,อาคาร 14,803,"รุ่งรัตน์ ภิสัชเพ็ญ(ผู้กรอกเกรด) ,จันทร์ศิริ สิงห์เถื่อน","Roongrat Pisuchpen(Master) ,Chansiri Singhtaun","นางรุ่งรัตน์ ภิสัชเพ็ญ
นางสาวกฤติยา พาอิ่ม
นางนงนุช สุโภชน์"
